Text,Prediction,Ground Truth
"More than half of listed stocks here are trading at prices below ""book value"" .  suited for valuing capital-intensive companies or financial businesses with a lot of . Many listed stocks currently undervalued",-1,-1
"The Bank of Japan's new policy is intended to stimulate the economy, which .  Mr. Kuroda hopes to encourage them to lend more freely and get businesses and . Japan Bond Yield Slides Below Zero and Stocks Fall",1,1
This exposure arises from the effect of currency fluctuations on a company's .  the company due to these currency fluctuations and the stock has declined 7% in . Exchange Rate Risk: Economic Exposure,-1,-1
"Stocks around the world tumbled in volatile trading on Monday, leaving investors to .  Concerns about China's ability to be a powerful engine of global economic . A Plunge in China Rattles Markets Across the Globe",-1,1
"There's a bigger, scarier problem lurking behind China's recent stock market crash: The basics of its economy are totally out of whack, forcing it to grow in a . China's real economic problem is way bigger than the stock market",-1,-1
"HA NOI (VNS) — The nation's stocks surged yesterday as investors raised their .  Da No 9.09 Joint Stock Company (S99), surged 9.42, 9.43 and 9.57 per cent. Stocks climb on renewed confidence",1,1
"There were previous indications that Apple's sinodependency wasn't causing the company as much harm as had been feared, despite China's economic issues. A Tale of Two Stocks: Apple and Coke in China",-1,1
"In Buckland's telling, the economy goes through four cycles. .  Bubbles can form in Phase 3, Buckland says, as the high-flying stock market ignores the early . CITI: The Economy Has Entered Its Scary 'Phase 3' Where Bubbles .",1,-1
"Large cap stocks are far more liquid and are often the destination for funds .  in the business cycle, we believe the economy is generally in better shape now. The high-yield bond market meltdown doesn't spell doom for stocks",1,1
"From Tokyo to London to New York, stocks tumbled sharply on Friday, as markets .  China, the world's second-largest economy, behind that of the United States, .  to restrict trading of euro-denominated assets — a major business for Britain. Turbulence and Uncertainty for the Market After 'Brexit'",-1,-1
"Egypt's stocks declined amid a wave of selling by foreign and Arab investors, driving .  last year, the company announced on its official website on Wednesday. Egypt's stocks close down on Wednesday amid Arab, foreign selling",-1,-1
I think it's the acknowledgement that the global economic and financial economic developments are going to be monitored closely because they could . Dow closes down triple digits; stocks spooked by Fed statement on .,-1,-1
The company's initial public offering on the New York Stock Exchange will .  Alibaba's IPO represents some much bigger trends shaping the world economy. 4 Things Alibaba's IPO Tells Us About a Changing World Economy,1,1
Tata Motors is trading at lower levels now largely on account of economic growth .  The Company is expected to show a better Q2 results and with increase in . Top ten cracker stocks to buy on 'Muhurat Trading' day,1,-1
"Earlier this month, Goldman Sachs downgraded stocks to ""underweight"" as part of its .  have said it was important for companies to get on with their business. Banks are preparing for an 'economic nuclear winter'",-1,-1
"Investors face a “cataclysmic year” where stock markets could fall by up to 20% .  a severe slowdown in the Chinese economy and a fall in the value of the yuan, . Sell everything ahead of stock market crash, say RBS economists",-1,-1
China's economic slowdown has finally left its imprint on global stock markets. .  Those problems could easily be aggravated if the oil business were to cease to . China's slowdown and cheap oil,-1,-1
Buffett invests only in businesses where future earnings can be foreseen with some certainty. The 13 companies in our list grew on an average of 27.40% . ET 500: Stocks that pass Warren Buffett's 'basic screen test' of value .,1,1
"After the blasts, the city reopened for business as usual on Monday. .  Using the stock market as one way to gauge the economy, consider the impact of four . Don't Hide From The Reality Of How Terrorism Affects The Economy",-1,-1
Apple's predictions about its business are weaker than expected. .  A slowing Chinese economy means consumers aren't as willing or able to pay Apple's steep . 3 Reasons Why Apple's Stock Is Tanking Right Now,-1,-1
"The following is a comparison of Ford and GM's business models, which .  have achieved significant revenue growth since the economic crisis of 2008 and . Ford Versus Chevy: Comparing Business Models and Strategies (F, GM)",1,1
"On Monday, the Russian stock market index, the RTSI, fell more than 12 .  was all but impervious to foreign economic or business pressure, thanks in part to an . Why Russia Can't Afford Another Cold War",-1,-1
"With more start-up businesses per capita than anywhere else in the world, Israel .  well above its average in all of the metrics that define a successful economy. 7 Great Growth Stocks Based in Israel",1,1
"The idea was to encourage more economic activity by lowering interest rates, .  to finance consumer and business lending, which gets under way this week. Fed Plans to Inject Another $1 Trillion to Aid the Economy",1,1
"Specifically, it said that its QE program had boosted the value of stocks and bonds .  who already own homes, but passing little along to the rest of the economy. Does Quantitative Easing Mainly Help the Rich?",1,1
"Warren Buffett tells CNBC's Becky Quick the U.S. economy has ""fallen off a cliff."" .  Berkshire is restricted from buying more American Express stock, but that . Warren Buffett to CNBC: Economy Has ""Fallen Off a Cliff",-1,-1
"The basket of stocks we looked at are up an average of 12-percent in 2012. .  favorable economic trends in the U.S., a warm winter has been great for business. 4 Sectors Likely to Thrive With an Improving Economy",1,1
"According to Gallup's annual Economics and Personal Finance survey, which .  the S&P 500 will all be in the double digits for the first time this business cycle"". The Stock Market Is At An All-Time High — Here's Why So Many .",1,1
A global rally in stocks came to an abrupt halt Thursday as a 7% plunge on Japan's Nikkei index .  Investors were rattled by weak economic data from China and indications that the U.S. .  Related: Eurozone business still going backwards. Japan plunge spooks global markets,-1,-1
"A sharp rise in U.S. equity prices could be leading to a dangerous bubble, according to one of the three Americans who won the 2013 Nobel prize for economics . Nobel Prize winner warns of US stock market bubble",-1,-1
"The stock market went on a tear, the labor market didn't, and Wall Street and Main Street came to terms with a New Normal. Without further ado, here are 37,000 . The Most Important Economic Stories of 2013—in 44 Graphs",1,-1
"General Electric has a solid business and looks pretty good at these prices, he muses. . . But as an investor who has seen dozens of economic downturns, Kahn . Stock Pros Who Survived the Depression",1,1
"Faced with mounting grain stocks, the food ministry has expedited the process of setting up modern grain silos with capacity of two million tonnes in the major . Silos in 4 states to make space for growing grain stocks",1,1
"No, what this deal underscores is just what a dog the stock trading business has become. And that seems to be a ubiquitous theme on Wall Street with major . The death of equities: New York Stock Exchange sold for $8.2 billion",1,-1
"For much of the past 16 months, however, as stock prices stormed back, investors have been focused on the prospects of an inflationary spike, but history shows . Deflation, Not Inflation, May Be Big Threat to Economy",-1,-1
"First and foremost, don't abandon stocks. As long as inflation doesn't ramp up to the double-digit levels of the 1970s and early 1980s — a scenario I consider . Stocks can be your best hedge against inflation",1,1
"It's too early to say whether stocks have recovered from a recent slump that sent .  The company also raised its earnings forecast because of share repurchases. Stocks rise on earnings, economic reports",1,1
"Kotak Mahindra Bank is one of the best stocks to trade today on the long side."" .  developers, managing large business parks are the key catalysts for the stock. Top 10 intraday and long-term bets to beat volatility",1,1
"Netflix (NFLX) stocks tumbled on Tuesday after news that the company had lost over 800,000 subscribers, many of whom were angered by an abortive attempt . Netflix stock falls after subscriber losses, failed Qwikster spinoff worry .",-1,-1
"Slow growth and high inflation have been major cause of concern for the Indian economy. How do you view the Indian markets, given these economic conditions . It is a good time to accumulate banking stocks'",-1,-1
"My starting point: Tesco's latest annual report, where the company's directors are .  Like all retailers, the business is susceptible to economic downturn affecting . The 3 Biggest Risks Facing Tesco",-1,-1
"The latest divergence in economic data may be setting up the stock market for a ""nasty New Year surprise,"" says Andrew Wilkinson. Wilkinson, the chief . ANALYST: There's A Big Red Flag In The Economic Data That Could .",-1,-1
"Have a look at just about any Russell 2,000 stock at around noon as the volume . . The free market attempted to obliterate this sector of the economy and punish . Does The Government Actually Manipulate The Stock Market?",-1,-1
"Chinese stocks have staged a remarkable comeback in the final weeks of the .  this month on more signs that the worst could be over for the Chinese economy, . Will 2013 Be the 'Break-Out' Year for China Stocks?",-1,-1
"With money market and CD rates at record low levels and sluggish economic, .  Yes, companies with business that continue to grow even in recessions like . 6 Recession-Proof Stocks",-1,-1
"Two principal factors account for the losses: lost economic business activity .  and if the housing stock is replaced with better homes that are sturdier, than on net . Sandy's Economic Cost: Up to $50 Billion and Counting",-1,-1
"Moreover, without strong economic growth to cushion it, the market likely will . . “China developed a business model based on reinforcing the worst aspects of . How 9/11 still affects stock, bond investors",-1,-1
"Legal insider trading is when corporate insiders—officers, directors, and employees—play by the rules when they buy and sell stock in their own company. Insider Trading: CNBC Explains",-1,1
"The impact on companies that do business internationally is muted by their .  The relative strength of the yen has little economic effect on these companies until they .  The movement of currencies is subject to many factors, but like stocks, the . How Does The Yen Affect American Finance?",-1,-1
"It you held a portfolio of the ten best stocks in the S&P 500 since the start of the year, .  Sales from its paint stores were a huge boost to the company's performance, .  Along with progress that correlates with the improving economy, Pulte has . These 10 Stocks Are Having A Monster Year",1,1
"The surge in the stock market since Donald Trump was elected president last November raises the prospect that a surge in business and investor confidence is . Donald Trump's Pro-Business Stance Inspires, But Economic Growth .",1,1
"Given that consumption accounts for 70% of US economic activity, this is a major deflationary .  Which means this trend will cut down company earnings and, in turn, .  In 2016, the Tax Policy Center found that 37% of the US stock market was . Baby boomers are retiring — and it's going to have a huge impact on .",-1,-1
"That convergence added up to a solid economic report card on Friday that . . For Mr. Trump and leaders from both parties on Capitol Hill, business owners say . Jobs, Factories and Stocks Provide Economic Lift for Trump",1,1
"Typically, this will result in the short-term increase of a company's stock .  are bad for the U.S. economy, and extremely dangerous for unsophisticated and . How Stock Buybacks Cause Economic Stagnation: A Q&A With Robert .",-1,-1
"Since taking office, President Trump has taken to Twitter to point to the rising stock market, strong jobs numbers and the health of the overall economy as signs of . The Markets Are Up, Unemployment Is Down. How Much Credit .",-1,1
"IBM shares fell sharply Wednesday after the company reported its 20th quarter of .  Sylla, an economic historian at the New York University Stern School of Business. .  They can grow by reinvesting their profits, and issuing stocks and bonds, . IBM revenue has fallen for 20 quarters — but it used to run its business .",-1,-1
"Bond funds soar as stocks slump and hopes for economy start to dim .  greater debt,"" Michael Arone, Chief Investment Strategist for US SPDR Business wrote in . Bond funds soar as stocks slump and hopes for economy start to dim",-1,-1
"Venture Corp said that while its traditional medical technology, healthcare and life science-related business goes back many years, it had more than doubled in . IT stocks here on hot streak",1,1
"Ambani was giving his acceptance speech at the Economic Times Awards for Corporate Excellence, where he won the 'Business Leader of the Year' award, the . India is world's biggest investment opportunity, says a bullish Mukesh .",1,1
"Presidents love to take credit for a rising economy and stock market, and Donald .  ""the president's impact on the stock market and business cycle is minimal. Trump's meager impact on the economy and stocks",-1,-1
"To recognize this distinction, Trump need only look to the latter portion of the Obama administration, when the stock market boomed and economic growth was . Trump needs a reminder that the stock market isn't the economy",-1,-1
"The average fuel economy of new vehicles sold in December 2015 was 24.8 mpg .  and Urban Analysis at George Washington University, told Business Insider. Rising gas prices are a growing threat to the American way of life",-1,-1
"With commercial banks posting weak numbers quarter after quarter, there have been serious efforts both by banks and RBI to address bad loans because . Haircuts: A way to address NPAs in banking system",1,-1
"But within a year and a half, the area's manufacturing economy was .  dire, and whiplashing, the business cycle has been the opposite—steady, positive, and . Why Does the Stock Market Keep Going Up?",1,1
"State-run Food Corporation of India (FCI) held foodgrain stock of 46 million .  According to the buffer norm, the FCI was required to keep a stock of 30.77 mt of . FCI foodgrain stock at 46 mt, 53% higher than buffer norm",1,1
"The important monthly jobs report comes after a sloppy period for stocks, but ahead of the .  Strong areas of hiring included professional and business services, . Strong November jobs report shows solid economy and best of all .",1,1
"The stock market's gains have come alongside broader economic improvements, as .  Business groups worry the move could spark a costly battle with China. Stock markets wrap up best year since 2013 as investors shrug off bad .",1,1
"One factor underpinning the lack of volatility in stocks: Economic volatility, both in the U.S. .  That risk-averse behavior has extended to businesses, making them . If You Think Stocks Are Dull, Look at the Economy",-1,1
"Delhi-based Jatin Khemani developed a penchant for the stock market by reading . . According to this young Dalal Street investor, a high-quality business is one .  for sectors like infrastructure, cement, housing, agri-economy and railways. 900% return in 4 years! This Delhi youth cracked market mantra early",1,1
"Looking back, there were seven outstanding recession-proof stocks that managed .  an idea about what qualities the market rewards in times of economic crisis. 7 Stocks That Soar in a Recession",-1,-1
"Billionaire Ron Baron says the stock market and economy will double in 13 years .  said Baron, whose company has $23 billion in assets under management. Billionaire Ron Baron says the stock market and economy will double .",1,1
"If you look at the economy, it grows over time. Not at a steady rate, but it grows over time. And markets, particularly the stock market, reflects that. In other words, if . Legendary economist Gary Shilling explains how you can beat the .",1,1
"Trump's agenda, mainly tax reform and cuts to business regulations, has lifted business confidence. Meanwhile, economic growth has accelerated. GDP has . Trump rally: Stocks put 2017 in the record books",1,1
"Eventually the confidence boost in the markets and economy due to Trump's .  the short term, ill-advised trade policy won't be good for the economy or markets. Congress is on pace to be historically unproductive — and that could .",-1,-1
Census Bureau statistics show that about three-fourths of U.S. business sectors .  Almost all of the gains in the stock market come from these few corporations. Opinion: America's most successful companies are killing the economy,-1,-1
"And the broad economic forces driving Boeing's gains are lifting the earnings at .  The company reported an order backlog that totaled 5,700 aircraft, or about . As Boeing Goes, So Goes the Stock Market",1,1
"The Canadian economy is leading the G7 in terms of growth, so investors might be tempted to think this is as good as it gets. But there are several reasons why . How the Canadian economy – and stock market – can outperform",1,1
Technology stocks hog the limelight and outperform the old economy in Hong Kong and .  or at least have a business strategy that taps into the new economy. Technology stocks hog the limelight and outperform the old economy .,-1,1
"South Africa's economy is producing a steady stream of negative headlines: recession, record unemployment and the weakest manufacturing in eight years. Tempting JSE stocks emerge amid SA's economic woes",-1,-1
"Everyday there are bloggers and freelancers writing for business news sites. .  In 2013, $130 billion in stock value was wiped out in a matter of minutes following . Can 'Fake News' Impact The Stock Market?",-1,-1
"The hottest tech stocks are a textbook example of an overheated, unsustainable .  It was a new paradigm of a likely extended period of uninterrupted economic . The hottest tech stocks are a textbook example of an overheated .",-1,1
"Jay Kaplan of Royce Funds said in an interview that, as the U.S. economy continues to .  “Last year, the day-labor business was not so good, even though the . Human capital' stocks come to life as the economy nears full .",1,1
.  about the mid-term prospects for the global economy and the current corporate earnings season. Tokyo stocks extended Friday's 21-year high following strong . Nikkei index highest in over 20 years,1,1
"Closely followed strategist Jim Paulsen told CNBC on Monday he's worried that economic data could stop supporting the stock market's bull run. ""The economy . Strategist Jim Paulsen: The economy may soon lose its power to boost .",-1,-1
"President Trump gave U.S. steel companies a shot in the arm Thursday when he doubled down on his trade threats. Shares of AK Steel (AKS), Nucor (NUE), . Steel stocks jump on Trump's tariff threat",-1,-1
"Earlier this year, Juul Labs quietly spun out of vaping company Pax Labs and quickly catapulted up the charts to become the top e-cigarette producer on the . E-cigarette maker Juul is raising $150 million after spinning out of .",1,1
"Here's why FANG stocks will get stronger even in a slow growth economy, .  this high-beta, high-growth stuff, companies that are investing in their businesses. Here's why FANG stocks will get stronger even in a slow growth .",1,1
"But, in recent years, the stock market has not mirrored the economy well. .  Similarly, in the GDP estimates for 2015-16, banking, finance and business services . Market cap to GDP ratio signals upside for stocks",-1,-1
